,filename,class,folder
3745,155129-1-2-0,Non_Gunshot,fold2
3746,155129-1-0-0,Non_Gunshot,fold2
3747,155219-2-0-22,Non_Gunshot,fold2
3748,156893-7-5-0,Non_Gunshot,fold2
3749,158597-2-0-33,Non_Gunshot,fold2
3750,158597-2-0-85,Non_Gunshot,fold2
3751,158607-3-1-0,Non_Gunshot,fold2
3753,156893-7-3-0,Non_Gunshot,fold2
3754,156893-7-11-0,Non_Gunshot,fold2
3755,156893-7-8-0,Non_Gunshot,fold2
3756,158597-2-0-3,Non_Gunshot,fold2
3757,156893-7-7-0,Non_Gunshot,fold2
3759,159710-6-0-0,Non_Gunshot,fold2
3761,158607-3-2-0,Non_Gunshot,fold2
3762,159743-8-0-0,Non_Gunshot,fold2
3763,158597-2-0-57,Non_Gunshot,fold2
3764,156893-7-4-0,Non_Gunshot,fold2
3766,158597-2-0-2,Non_Gunshot,fold2
3767,156893-7-6-0,Non_Gunshot,fold2
3768,158607-3-0-0,Non_Gunshot,fold2
3769,156893-7-1-0,Non_Gunshot,fold2
3770,156893-7-2-0,Non_Gunshot,fold2
3771,158597-2-0-30,Non_Gunshot,fold2
3773,159747-8-0-11,Non_Gunshot,fold2
3774,159747-8-0-17,Non_Gunshot,fold2
3775,159747-8-0-18,Non_Gunshot,fold2
3776,159747-8-0-2,Non_Gunshot,fold2
3777,159747-8-0-0,Non_Gunshot,fold2
3778,159747-8-0-20,Non_Gunshot,fold2
3779,159747-8-0-14,Non_Gunshot,fold2
3781,159747-8-0-10,Non_Gunshot,fold2
3782,159747-8-0-19,Non_Gunshot,fold2
3783,159747-8-0-15,Non_Gunshot,fold2
3784,159747-8-0-13,Non_Gunshot,fold2
3785,159747-8-0-12,Non_Gunshot,fold2
3786,159747-8-0-16,Non_Gunshot,fold2
3787,159750-8-0-3,Non_Gunshot,fold2
3788,159747-8-0-5,Non_Gunshot,fold2
3789,159747-8-0-6,Non_Gunshot,fold2
3790,159747-8-0-3,Non_Gunshot,fold2
3791,159747-8-0-7,Non_Gunshot,fold2
3792,159747-8-0-21,Non_Gunshot,fold2
3793,159750-8-0-0,Non_Gunshot,fold2
3794,159747-8-0-4,Non_Gunshot,fold2
3796,159750-8-0-2,Non_Gunshot,fold2
3797,159750-8-0-1,Non_Gunshot,fold2
3798,159747-8-0-8,Non_Gunshot,fold2
3800,160011-2-0-0,Non_Gunshot,fold2
3803,160011-2-0-9,Non_Gunshot,fold2
3804,159750-8-0-6,Non_Gunshot,fold2
3805,160092-3-0-0,Non_Gunshot,fold2
3806,160011-2-0-5,Non_Gunshot,fold2
3807,160011-2-0-12,Non_Gunshot,fold2
3809,159750-8-0-8,Non_Gunshot,fold2
3810,160011-2-0-1,Non_Gunshot,fold2
3812,160011-2-0-3,Non_Gunshot,fold2
3813,159750-8-0-5,Non_Gunshot,fold2
3815,168713-9-0-33,Non_Gunshot,fold2
3816,163460-6-0-0,Non_Gunshot,fold2
3817,168713-9-0-38,Non_Gunshot,fold2
3818,165643-4-0-0,Non_Gunshot,fold2
3819,162541-1-2-0,Non_Gunshot,fold2
3820,160366-3-0-7,Non_Gunshot,fold2
3821,168713-9-0-32,Non_Gunshot,fold2
3822,166421-3-0-29,Non_Gunshot,fold2
3823,162541-1-1-0,Non_Gunshot,fold2
3824,168713-9-0-62,Non_Gunshot,fold2
3825,166421-3-0-5,Non_Gunshot,fold2
3827,160366-3-0-4,Non_Gunshot,fold2
3829,165775-7-0-0,Non_Gunshot,fold2
3830,166421-3-0-31,Non_Gunshot,fold2
3831,160366-3-0-8,Non_Gunshot,fold2
3832,169098-7-0-8,Non_Gunshot,fold2
3833,169098-7-0-9,Non_Gunshot,fold2
3836,169098-7-3-1,Non_Gunshot,fold2
3838,169098-7-4-0,Non_Gunshot,fold2
3840,168713-9-0-82,Non_Gunshot,fold2
3842,169098-7-0-3,Non_Gunshot,fold2
3843,169098-7-0-5,Non_Gunshot,fold2
3844,169098-7-1-0,Non_Gunshot,fold2
3845,169098-7-2-0,Non_Gunshot,fold2
3846,169098-7-0-1,Non_Gunshot,fold2
3847,169098-7-0-4,Non_Gunshot,fold2
3849,169098-7-0-7,Non_Gunshot,fold2
3850,169098-7-4-11,Non_Gunshot,fold2
3851,169098-7-4-9,Non_Gunshot,fold2
3852,173995-3-0-0,Non_Gunshot,fold2
3853,172593-2-0-14,Non_Gunshot,fold2
3854,169098-7-4-6,Non_Gunshot,fold2
3855,172593-2-0-18,Non_Gunshot,fold2
3856,172593-2-0-10,Non_Gunshot,fold2
3857,169098-7-4-2,Non_Gunshot,fold2
3858,172593-2-0-29,Non_Gunshot,fold2
3859,169098-7-4-5,Non_Gunshot,fold2
3861,169098-7-4-8,Non_Gunshot,fold2
3862,173995-3-0-11,Non_Gunshot,fold2
3863,172593-2-0-22,Non_Gunshot,fold2
3864,172593-2-0-13,Non_Gunshot,fold2
3865,169098-7-4-4,Non_Gunshot,fold2
3866,17307-1-0-0,Non_Gunshot,fold2
3868,172593-2-0-27,Non_Gunshot,fold2
3869,169098-7-4-3,Non_Gunshot,fold2
3870,177592-5-0-1,Non_Gunshot,fold2
3871,174906-2-0-14,Non_Gunshot,fold2
3872,174994-3-0-0,Non_Gunshot,fold2
3873,174906-2-0-11,Non_Gunshot,fold2
3874,174906-2-0-8,Non_Gunshot,fold2
3875,174906-2-0-20,Non_Gunshot,fold2
3877,174906-2-0-18,Non_Gunshot,fold2
3878,173995-3-0-27,Non_Gunshot,fold2
3879,174293-6-0-0,Non_Gunshot,fold2
3880,174994-3-0-4,Non_Gunshot,fold2
3881,173995-3-0-3,Non_Gunshot,fold2
3882,176634-1-0-0,Non_Gunshot,fold2
3883,174994-3-0-2,Non_Gunshot,fold2
3884,174994-3-0-1,Non_Gunshot,fold2
3885,174293-6-2-0,Non_Gunshot,fold2
3886,174293-6-1-0,Non_Gunshot,fold2
3887,174906-2-0-6,Non_Gunshot,fold2
3889,174906-2-0-21,Non_Gunshot,fold2
3890,175844-1-0-0,Non_Gunshot,fold2
3892,177592-5-0-3,Non_Gunshot,fold2
3894,178520-2-0-23,Non_Gunshot,fold2
3895,178520-2-0-39,Non_Gunshot,fold2
3896,178520-2-0-11,Non_Gunshot,fold2
3898,178520-2-0-27,Non_Gunshot,fold2
3899,177592-5-0-4,Non_Gunshot,fold2
3900,177592-5-0-6,Non_Gunshot,fold2
3901,178521-2-0-22,Non_Gunshot,fold2
3902,178521-2-0-2,Non_Gunshot,fold2
3904,177592-5-0-9,Non_Gunshot,fold2
3905,177592-5-0-5,Non_Gunshot,fold2
3906,178520-2-0-42,Non_Gunshot,fold2
3909,177592-5-0-10,Non_Gunshot,fold2
3910,178520-2-0-29,Non_Gunshot,fold2
3911,180126-4-2-0,Non_Gunshot,fold2
3913,179096-3-0-5,Non_Gunshot,fold2
3914,180126-4-4-1,Non_Gunshot,fold2
3915,178521-2-0-7,Non_Gunshot,fold2
3916,179866-1-1-0,Non_Gunshot,fold2
3917,180126-4-0-0,Non_Gunshot,fold2
3918,180126-4-3-0,Non_Gunshot,fold2
3921,178521-2-0-70,Non_Gunshot,fold2
3922,180126-4-1-0,Non_Gunshot,fold2
3923,179096-3-0-10,Non_Gunshot,fold2
3924,180126-4-4-0,Non_Gunshot,fold2
3925,178521-2-0-86,Non_Gunshot,fold2
3927,178521-2-0-93,Non_Gunshot,fold2
3928,178521-2-0-69,Non_Gunshot,fold2
3929,179864-1-0-0,Non_Gunshot,fold2
3931,179096-3-0-9,Non_Gunshot,fold2
3932,185800-4-1-0,Non_Gunshot,fold2
3934,182739-2-0-24,Non_Gunshot,fold2
3935,18581-3-1-3,Non_Gunshot,fold2
3936,182739-2-0-85,Non_Gunshot,fold2
3937,189023-0-0-1,Non_Gunshot,fold2
3938,185800-4-2-2,Non_Gunshot,fold2
3939,189023-0-0-10,Non_Gunshot,fold2
3940,18581-3-1-1,Non_Gunshot,fold2
3941,182739-2-0-17,Non_Gunshot,fold2
3943,189023-0-0-0,Non_Gunshot,fold2
3945,18581-3-0-5,Non_Gunshot,fold2
3946,18581-3-0-0,Non_Gunshot,fold2
3947,182739-2-0-78,Non_Gunshot,fold2
3948,182739-2-0-35,Non_Gunshot,fold2
3950,18453-3-0-0,Non_Gunshot,fold2
3951,185800-4-0-1,Non_Gunshot,fold2
3952,185800-4-2-0,Non_Gunshot,fold2
3954,19218-3-0-0,Non_Gunshot,fold2
3955,189991-0-0-4,Non_Gunshot,fold2
3956,189023-0-0-2,Non_Gunshot,fold2
3957,189991-0-0-6,Non_Gunshot,fold2
3958,189023-0-0-5,Non_Gunshot,fold2
3960,189023-0-0-12,Non_Gunshot,fold2
3961,189991-0-0-5,Non_Gunshot,fold2
3962,189991-0-0-2,Non_Gunshot,fold2
3963,189023-0-0-13,Non_Gunshot,fold2
3964,189023-0-0-6,Non_Gunshot,fold2
3965,189023-0-0-9,Non_Gunshot,fold2
3966,192269-2-0-1,Non_Gunshot,fold2
3967,189023-0-0-3,Non_Gunshot,fold2
3968,189023-0-0-11,Non_Gunshot,fold2
3969,189023-0-0-8,Non_Gunshot,fold2
3972,189023-0-0-7,Non_Gunshot,fold2
3973,189991-0-0-1,Non_Gunshot,fold2
3974,189991-0-0-7,Non_Gunshot,fold2
3975,192269-2-0-56,Non_Gunshot,fold2
3977,194841-9-0-178,Non_Gunshot,fold2
3979,192269-2-0-35,Non_Gunshot,fold2
3981,192269-2-0-37,Non_Gunshot,fold2
3982,194841-9-0-144,Non_Gunshot,fold2
3983,194841-9-0-164,Non_Gunshot,fold2
3984,192269-2-0-24,Non_Gunshot,fold2
3987,194841-9-0-222,Non_Gunshot,fold2
3988,196082-2-0-0,Non_Gunshot,fold2
3989,196384-9-0-16,Non_Gunshot,fold2
3990,197320-6-10-0,Non_Gunshot,fold2
3991,196063-2-0-2,Non_Gunshot,fold2
3992,196063-2-0-1,Non_Gunshot,fold2
3993,196067-2-0-0,Non_Gunshot,fold2
3994,197320-6-0-0,Non_Gunshot,fold2
3996,196384-9-0-18,Non_Gunshot,fold2
3997,196063-2-0-0,Non_Gunshot,fold2
3998,196384-9-0-11,Non_Gunshot,fold2
3999,194841-9-0-48,Non_Gunshot,fold2
4000,196384-9-0-15,Non_Gunshot,fold2
4001,196384-9-0-27,Non_Gunshot,fold2
4002,196384-9-0-2,Non_Gunshot,fold2
4003,201652-5-0-2,Non_Gunshot,fold2
4004,201652-5-1-0,Non_Gunshot,fold2
4006,201652-5-0-1,Non_Gunshot,fold2
4007,197320-6-11-0,Non_Gunshot,fold2
4008,201652-5-2-0,Non_Gunshot,fold2
4009,201652-5-2-1,Non_Gunshot,fold2
4010,201652-5-0-0,Non_Gunshot,fold2
4011,197320-6-12-0,Non_Gunshot,fold2
4012,201652-5-0-3,Non_Gunshot,fold2
4013,197320-6-5-0,Non_Gunshot,fold2
4014,197320-6-2-0,Non_Gunshot,fold2
4015,197320-6-4-0,Non_Gunshot,fold2
4016,197320-6-8-0,Non_Gunshot,fold2
4017,197320-6-7-0,Non_Gunshot,fold2
4019,197320-6-3-0,Non_Gunshot,fold2
4020,201652-5-2-2,Non_Gunshot,fold2
4021,201652-5-3-1,Non_Gunshot,fold2
4022,201652-5-3-3,Non_Gunshot,fold2
4023,201652-5-4-2,Non_Gunshot,fold2
4024,201652-5-3-4,Non_Gunshot,fold2
4025,201652-5-4-3,Non_Gunshot,fold2
4026,201652-5-3-2,Non_Gunshot,fold2
4028,201652-5-2-3,Non_Gunshot,fold2
4030,201652-5-3-0,Non_Gunshot,fold2
4031,201652-5-2-5,Non_Gunshot,fold2
4032,201652-5-4-5,Non_Gunshot,fold2
4033,201652-5-2-4,Non_Gunshot,fold2
4034,201652-5-4-1,Non_Gunshot,fold2
4035,201652-5-4-6,Non_Gunshot,fold2
4036,201652-5-4-8,Non_Gunshot,fold2
4037,201652-5-5-3,Non_Gunshot,fold2
4038,203128-3-9-0,Non_Gunshot,fold2
4040,203128-3-6-0,Non_Gunshot,fold2
4041,203929-7-1-0,Non_Gunshot,fold2
4042,201652-5-5-0,Non_Gunshot,fold2
4043,201652-5-5-2,Non_Gunshot,fold2
4044,201652-5-5-1,Non_Gunshot,fold2
4045,203128-3-1-0,Non_Gunshot,fold2
4046,201652-5-4-9,Non_Gunshot,fold2
4049,201652-5-5-4,Non_Gunshot,fold2
4050,203929-7-1-1,Non_Gunshot,fold2
4051,203929-7-10-0,Non_Gunshot,fold2
4052,203929-7-1-2,Non_Gunshot,fold2
4053,203929-7-1-3,Non_Gunshot,fold2
4055,203929-7-1-6,Non_Gunshot,fold2
4056,203929-7-1-7,Non_Gunshot,fold2
4057,203929-7-2-0,Non_Gunshot,fold2
4058,203929-7-10-2,Non_Gunshot,fold2
4059,203929-7-10-1,Non_Gunshot,fold2
4060,203929-7-2-6,Non_Gunshot,fold2
4061,203929-7-2-2,Non_Gunshot,fold2
4062,203929-7-2-3,Non_Gunshot,fold2
4063,203929-7-2-11,Non_Gunshot,fold2
4064,203929-7-2-9,Non_Gunshot,fold2
4065,203929-7-2-8,Non_Gunshot,fold2
4068,203929-7-4-1,Non_Gunshot,fold2
4070,203929-7-3-2,Non_Gunshot,fold2
4071,203929-7-3-3,Non_Gunshot,fold2
4072,203929-7-4-0,Non_Gunshot,fold2
4074,203929-7-3-10,Non_Gunshot,fold2
4075,203929-7-4-2,Non_Gunshot,fold2
4076,203929-7-4-6,Non_Gunshot,fold2
4078,203929-7-4-7,Non_Gunshot,fold2
4079,203929-7-4-8,Non_Gunshot,fold2
4080,203929-7-4-11,Non_Gunshot,fold2
4081,203929-7-4-12,Non_Gunshot,fold2
4082,203929-7-4-4,Non_Gunshot,fold2
4083,203929-7-5-1,Non_Gunshot,fold2
4084,203929-7-5-6,Non_Gunshot,fold2
4085,203929-7-5-0,Non_Gunshot,fold2
4086,203929-7-5-7,Non_Gunshot,fold2
4087,203929-7-5-10,Non_Gunshot,fold2
4088,203929-7-5-11,Non_Gunshot,fold2
4089,203929-7-6-1,Non_Gunshot,fold2
4090,203929-7-6-10,Non_Gunshot,fold2
4091,203929-7-7-0,Non_Gunshot,fold2
4092,203929-7-7-10,Non_Gunshot,fold2
4093,203929-7-6-3,Non_Gunshot,fold2
4094,203929-7-7-12,Non_Gunshot,fold2
4095,203929-7-6-2,Non_Gunshot,fold2
4096,203929-7-6-8,Non_Gunshot,fold2
4097,203929-7-6-9,Non_Gunshot,fold2
4098,203929-7-6-11,Non_Gunshot,fold2
4099,203929-7-7-2,Non_Gunshot,fold2
4100,203929-7-7-3,Non_Gunshot,fold2
4101,203929-7-7-13,Non_Gunshot,fold2
4104,203929-7-7-15,Non_Gunshot,fold2
4106,203929-7-7-9,Non_Gunshot,fold2
4107,203929-7-8-0,Non_Gunshot,fold2
4108,203929-7-9-0,Non_Gunshot,fold2
4109,203929-7-9-15,Non_Gunshot,fold2
4110,203929-7-9-12,Non_Gunshot,fold2
4113,203929-7-9-18,Non_Gunshot,fold2
4114,203929-7-9-6,Non_Gunshot,fold2
4115,203929-7-9-20,Non_Gunshot,fold2
4117,203929-7-9-17,Non_Gunshot,fold2
4118,203929-7-9-4,Non_Gunshot,fold2
4120,22347-3-0-0,Non_Gunshot,fold2
4121,27349-3-0-2,Non_Gunshot,fold2
4122,203929-7-9-9,Non_Gunshot,fold2
4123,27349-3-2-1,Non_Gunshot,fold2
4124,204773-3-9-0,Non_Gunshot,fold2
4125,203929-7-9-8,Non_Gunshot,fold2
4126,27349-3-0-6,Non_Gunshot,fold2
4127,23131-3-5-0,Non_Gunshot,fold2
4129,22347-3-1-1,Non_Gunshot,fold2
4132,27349-3-1-2,Non_Gunshot,fold2
4133,204773-3-9-1,Non_Gunshot,fold2
4134,23131-3-0-0,Non_Gunshot,fold2
4135,22347-3-3-0,Non_Gunshot,fold2
4136,23131-3-2-0,Non_Gunshot,fold2
4138,39970-9-0-41,Non_Gunshot,fold2
4139,34621-4-0-0,Non_Gunshot,fold2
4140,34621-4-7-0,Non_Gunshot,fold2
4141,34621-4-4-0,Non_Gunshot,fold2
4142,40717-8-0-5,Non_Gunshot,fold2
4143,40717-8-0-0,Non_Gunshot,fold2
4144,34621-4-21-0,Non_Gunshot,fold2
4145,40717-8-0-2,Non_Gunshot,fold2
4146,34621-4-27-0,Non_Gunshot,fold2
4148,40717-8-0-1,Non_Gunshot,fold2
4149,33849-3-3-0,Non_Gunshot,fold2
4150,34621-4-12-0,Non_Gunshot,fold2
4152,33849-3-2-0,Non_Gunshot,fold2
4153,39970-9-0-142,Non_Gunshot,fold2
4155,34621-4-14-0,Non_Gunshot,fold2
4156,39970-9-0-46,Non_Gunshot,fold2
4157,39970-9-0-98,Non_Gunshot,fold2
4158,34621-4-16-0,Non_Gunshot,fold2
4159,34621-4-24-0,Non_Gunshot,fold2
4160,34621-4-1-0,Non_Gunshot,fold2
4161,34621-4-2-0,Non_Gunshot,fold2
4163,34621-4-22-0,Non_Gunshot,fold2
4164,37236-6-0-0,Non_Gunshot,fold2
4165,40717-8-0-3,Non_Gunshot,fold2
4167,34621-4-20-0,Non_Gunshot,fold2
4168,35800-6-0-0,Non_Gunshot,fold2
4169,34621-4-8-0,Non_Gunshot,fold2
4170,34621-4-11-0,Non_Gunshot,fold2
4171,34621-4-17-0,Non_Gunshot,fold2
4172,34621-4-26-0,Non_Gunshot,fold2
4173,34621-4-13-0,Non_Gunshot,fold2
4174,34621-4-18-0,Non_Gunshot,fold2
4175,40717-8-0-4,Non_Gunshot,fold2
4176,39970-9-0-108,Non_Gunshot,fold2
4178,4201-3-1-0,Non_Gunshot,fold2
4180,56385-0-0-1,Non_Gunshot,fold2
4181,50416-4-0-2,Non_Gunshot,fold2
4182,49808-3-0-6,Non_Gunshot,fold2
4183,54545-3-0-2,Non_Gunshot,fold2
4184,56385-0-0-0,Non_Gunshot,fold2
4185,44735-5-0-1,Non_Gunshot,fold2
4187,4201-3-3-0,Non_Gunshot,fold2
4188,54545-3-0-0,Non_Gunshot,fold2
4189,50416-4-0-0,Non_Gunshot,fold2
4190,49808-3-1-22,Non_Gunshot,fold2
4191,46668-4-0-2,Non_Gunshot,fold2
4192,50898-5-0-0,Non_Gunshot,fold2
4193,44735-5-0-0,Non_Gunshot,fold2
4194,4201-3-2-0,Non_Gunshot,fold2
4196,4201-3-0-0,Non_Gunshot,fold2
4197,56385-0-0-2,Non_Gunshot,fold2
4198,46655-6-0-0,Non_Gunshot,fold2
4200,49808-3-1-8,Non_Gunshot,fold2
4202,60605-9-0-90,Non_Gunshot,fold2
4203,60591-2-0-7,Non_Gunshot,fold2
4204,60591-2-0-2,Non_Gunshot,fold2
4205,60591-2-0-16,Non_Gunshot,fold2
4206,60605-9-0-64,Non_Gunshot,fold2
4207,60591-2-0-4,Non_Gunshot,fold2
4208,60591-2-0-8,Non_Gunshot,fold2
4209,60591-2-0-15,Non_Gunshot,fold2
4210,60591-2-0-11,Non_Gunshot,fold2
4211,60605-9-0-73,Non_Gunshot,fold2
4212,60605-9-0-52,Non_Gunshot,fold2
4214,63261-3-0-0,Non_Gunshot,fold2
4215,59594-4-0-4,Non_Gunshot,fold2
4216,59594-4-0-0,Non_Gunshot,fold2
4217,60605-9-0-34,Non_Gunshot,fold2
4218,59594-4-0-2,Non_Gunshot,fold2
4219,59594-4-0-1,Non_Gunshot,fold2
4220,60605-9-0-95,Non_Gunshot,fold2
4221,59594-4-0-3,Non_Gunshot,fold2
4222,58202-1-0-0,Non_Gunshot,fold2
4223,72539-3-0-6,Non_Gunshot,fold2
4224,66996-8-3-0,Non_Gunshot,fold2
4225,72567-1-2-4,Non_Gunshot,fold2
4226,73623-7-2-0,Non_Gunshot,fold2
4227,72539-3-0-8,Non_Gunshot,fold2
4228,69883-3-0-9,Non_Gunshot,fold2
4229,72567-1-1-0,Non_Gunshot,fold2
4230,72539-3-0-1,Non_Gunshot,fold2
4233,72567-1-4-1,Non_Gunshot,fold2
4234,71080-4-0-0,Non_Gunshot,fold2
4235,73623-7-1-1,Non_Gunshot,fold2
4236,72567-1-2-2,Non_Gunshot,fold2
4237,72567-1-5-0,Non_Gunshot,fold2
4238,72539-3-0-5,Non_Gunshot,fold2
4239,72567-1-0-1,Non_Gunshot,fold2
4240,72567-1-4-4,Non_Gunshot,fold2
4241,72567-1-4-6,Non_Gunshot,fold2
4244,72567-1-2-1,Non_Gunshot,fold2
4245,72567-1-2-0,Non_Gunshot,fold2
4246,72567-1-4-7,Non_Gunshot,fold2
4248,73623-7-0-0,Non_Gunshot,fold2
4249,72567-1-3-0,Non_Gunshot,fold2
4250,63261-3-0-1,Non_Gunshot,fold2
4251,72567-1-4-3,Non_Gunshot,fold2
4252,73623-7-3-0,Non_Gunshot,fold2
4255,72567-1-4-2,Non_Gunshot,fold2
4256,69883-3-0-20,Non_Gunshot,fold2
4257,72567-1-2-5,Non_Gunshot,fold2
4258,69883-3-0-5,Non_Gunshot,fold2
4259,74226-9-0-10,Non_Gunshot,fold2
4260,74458-9-1-13,Non_Gunshot,fold2
4262,74495-3-0-1,Non_Gunshot,fold2
4263,74226-9-0-14,Non_Gunshot,fold2
4264,74458-9-1-12,Non_Gunshot,fold2
4265,74226-9-0-13,Non_Gunshot,fold2
4266,73623-7-6-0,Non_Gunshot,fold2
4268,74507-0-0-10,Non_Gunshot,fold2
4269,74226-9-0-0,Non_Gunshot,fold2
4270,74495-3-0-0,Non_Gunshot,fold2
4272,74226-9-0-7,Non_Gunshot,fold2
4273,73623-7-4-0,Non_Gunshot,fold2
4274,74458-9-0-5,Non_Gunshot,fold2
4275,74507-0-0-0,Non_Gunshot,fold2
4277,74226-9-0-21,Non_Gunshot,fold2
4278,74458-9-1-5,Non_Gunshot,fold2
4280,73623-7-5-0,Non_Gunshot,fold2
4281,74507-0-0-27,Non_Gunshot,fold2
4282,74507-0-0-20,Non_Gunshot,fold2
4283,74507-0-0-6,Non_Gunshot,fold2
4284,74507-0-0-5,Non_Gunshot,fold2
4286,74507-0-0-4,Non_Gunshot,fold2
4288,74507-0-0-18,Non_Gunshot,fold2
4289,74507-0-0-3,Non_Gunshot,fold2
4290,74507-0-0-28,Non_Gunshot,fold2
4291,74507-0-0-2,Non_Gunshot,fold2
4292,74507-0-0-25,Non_Gunshot,fold2
4293,74507-0-0-22,Non_Gunshot,fold2
4294,74507-0-0-13,Non_Gunshot,fold2
4295,74507-0-0-23,Non_Gunshot,fold2
4296,74507-0-0-15,Non_Gunshot,fold2
4297,74507-0-0-16,Non_Gunshot,fold2
4298,74507-0-0-9,Non_Gunshot,fold2
4300,74507-0-0-8,Non_Gunshot,fold2
4301,74507-0-0-14,Non_Gunshot,fold2
4302,76086-4-0-22,Non_Gunshot,fold2
4303,76091-6-0-0,Non_Gunshot,fold2
4304,76086-4-0-32,Non_Gunshot,fold2
4305,76086-4-0-38,Non_Gunshot,fold2
4306,76090-6-1-0,Non_Gunshot,fold2
4307,76086-4-0-3,Non_Gunshot,fold2
4308,76086-4-0-17,Non_Gunshot,fold2
4310,76086-4-0-14,Non_Gunshot,fold2
4312,76086-4-0-50,Non_Gunshot,fold2
4313,76089-6-0-0,Non_Gunshot,fold2
4317,76086-4-0-53,Non_Gunshot,fold2
4319,76086-4-0-12,Non_Gunshot,fold2
4320,76086-4-0-23,Non_Gunshot,fold2
4321,76086-4-0-56,Non_Gunshot,fold2
4322,76086-4-0-58,Non_Gunshot,fold2
4323,76086-4-0-29,Non_Gunshot,fold2
4324,76090-6-0-0,Non_Gunshot,fold2
4325,76086-4-0-19,Non_Gunshot,fold2
4326,76086-4-0-55,Non_Gunshot,fold2
4329,76091-6-2-0,Non_Gunshot,fold2
4330,77751-4-3-0,Non_Gunshot,fold2
4331,77751-4-9-0,Non_Gunshot,fold2
4333,77751-4-4-0,Non_Gunshot,fold2
4334,79377-9-0-13,Non_Gunshot,fold2
4335,79377-9-0-10,Non_Gunshot,fold2
4336,76091-6-5-0,Non_Gunshot,fold2
4338,79377-9-0-4,Non_Gunshot,fold2
4339,77751-4-5-0,Non_Gunshot,fold2
4340,77751-4-9-3,Non_Gunshot,fold2
4341,79377-9-0-2,Non_Gunshot,fold2
4342,77751-4-1-0,Non_Gunshot,fold2
4344,76091-6-3-0,Non_Gunshot,fold2
4346,77751-4-9-2,Non_Gunshot,fold2
4347,79377-9-0-12,Non_Gunshot,fold2
4349,77751-4-6-0,Non_Gunshot,fold2
4350,77751-4-7-0,Non_Gunshot,fold2
4353,93193-9-1-19,Non_Gunshot,fold2
4354,94710-5-0-1,Non_Gunshot,fold2
4355,79377-9-0-8,Non_Gunshot,fold2
4356,93193-9-0-4,Non_Gunshot,fold2
4358,91396-8-0-0,Non_Gunshot,fold2
4359,84359-2-0-6,Non_Gunshot,fold2
4360,84359-2-0-2,Non_Gunshot,fold2
4362,91396-8-0-3,Non_Gunshot,fold2
4363,84359-2-0-1,Non_Gunshot,fold2
4364,94401-1-0-0,Non_Gunshot,fold2
4365,93193-9-1-6,Non_Gunshot,fold2
4366,84359-2-0-5,Non_Gunshot,fold2
4367,93193-9-1-22,Non_Gunshot,fold2
4368,84359-2-0-8,Non_Gunshot,fold2
4369,91396-8-0-2,Non_Gunshot,fold2
4370,91396-8-0-1,Non_Gunshot,fold2
4371,93193-9-1-18,Non_Gunshot,fold2
4372,84359-2-0-9,Non_Gunshot,fold2
4373,94710-5-0-0,Non_Gunshot,fold2
4374,94710-5-1-0,Non_Gunshot,fold2
4376,94710-5-0-3,Non_Gunshot,fold2
4377,96169-9-1-74,Non_Gunshot,fold2
4378,96475-9-0-0,Non_Gunshot,fold2
4380,96475-9-0-6,Non_Gunshot,fold2
4381,96169-9-1-3,Non_Gunshot,fold2
4382,96475-9-0-4,Non_Gunshot,fold2
4385,96169-9-1-61,Non_Gunshot,fold2
4387,94710-5-0-2,Non_Gunshot,fold2
4389,96475-9-0-3,Non_Gunshot,fold2
4391,98202-9-0-10,Non_Gunshot,fold2
4392,96920-9-0-11,Non_Gunshot,fold2
4393,96920-9-0-3,Non_Gunshot,fold2
4394,97193-3-0-1,Non_Gunshot,fold2
4395,96920-9-0-2,Non_Gunshot,fold2
4397,98202-9-0-4,Non_Gunshot,fold2
4398,96920-9-0-13,Non_Gunshot,fold2
4399,97193-3-0-4,Non_Gunshot,fold2
4400,98202-9-1-20,Non_Gunshot,fold2
4401,98202-9-1-27,Non_Gunshot,fold2
4402,98202-9-1-5,Non_Gunshot,fold2
4403,96920-9-0-8,Non_Gunshot,fold2
4404,97193-3-0-0,Non_Gunshot,fold2
4407,102305-6-0-0,Non_Gunshot,fold1
4408,103074-7-2-0,Non_Gunshot,fold1
4409,105415-2-0-8,Non_Gunshot,fold1
4410,108041-9-0-9,Non_Gunshot,fold1
4411,118101-3-0-3,Non_Gunshot,fold1
4412,118101-3-0-0 (1),Non_Gunshot,fold1
4413,118101-3-0-0,Non_Gunshot,fold1
4414,118279-8-0-8,Non_Gunshot,fold1
4415,118279-8-0-9,Non_Gunshot,fold1
4416,124489-9-0-16,Non_Gunshot,fold1
4417,132016-9-0-14,Non_Gunshot,fold1
4419,132016-9-0-16,Non_Gunshot,fold1
4421,132016-9-0-11,Non_Gunshot,fold1
4422,127873-0-0-0,Non_Gunshot,fold1
4423,125791-3-0-9,Non_Gunshot,fold1
4424,124489-9-0-17,Non_Gunshot,fold1
4425,134717-0-0-20,Non_Gunshot,fold1
4426,134717-0-0-18,Non_Gunshot,fold1
4427,134717-0-0-24,Non_Gunshot,fold1
4428,134717-0-0-23,Non_Gunshot,fold1
4430,134717-0-0-5,Non_Gunshot,fold1
4431,134717-0-0-27,Non_Gunshot,fold1
4432,134717-0-0-2 (1),Non_Gunshot,fold1
4435,134717-0-0-19,Non_Gunshot,fold1
4436,134717-0-0-22,Non_Gunshot,fold1
